'Largest-ever' climate-change march rolls through NYC (climateark),http://news.feedzilla.com/en_us/stories/science/398926819?client_source=api&format=json,"USA Today: More than 300,000 people marched through the streets of New York
City on Sunday in what organizers called the largest climate-change
demonstration in history. With banners, flags, floats and drums, protesters at
the ""People's Climate March"" overwhelmed midtown Manhattan in flocks of vivid
color, demanding action ahead of the United Nations Climate Summit this week.
""I'm totally passionate about our planet and what's happening with our life
here,"" said Heather Snow, 57, a massage therapist from...

"
2015 Corvette Valet Mode Recorder Illegal In Some States,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/cwINIV5gpno/story01.htm,"innocent_white_lamb writes: The 2015 Corvette has a Valet Mode that records audio and video when someone other than the owner is driving the car. Activating the Valet Mode allows you to record front-facing video as well as capture audio from within the car so you can help keep your Corvette safe when it's in the hands of others. Well, it turns out that recording audio from within the car may be considered a felony in some states that require notice and consent to individuals that they are being recorded. Now GM is sending notices out to dealerships and customers alerting them to this fact as well as promising a future update to the PDR system.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=2015+Corvette+Valet+Mode+Recorder+Illegal+In+Some+States%3A+http%3A%2F%2Fbit.ly%2F1qCoZTw""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F09%2F26%2F1440217%2F2015-corvette-valet-mode-recorder-illegal-in-some-states%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/09/26/1440217/2015-corvette-valet-mode-recorder-illegal-in-some-states?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/09/26/1440217/2015-corvette-valet-mode-recorder-illegal-in-some-states?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5759653&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3edc7919/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/208965208397/u/0/f/647410/c/35028/s/3edc7919/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/cwINIV5gpno"" height=""1"" width=""1""/>"
7 Amazing Google Science Fair Projects (Scientific American),http://news.feedzilla.com/en_us/stories/science/399011694?client_source=api&format=json,"Tonight, Google will announce the winners of its fourth annual Google Science
Fair, which Scientific American co-sponsors. Watch the awards ceremony here
live.


-- Read more on ScientificAmerican.com

"
Acer Launches First 4K Panel With NVIDIA G-Sync Technology On Board,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/K99xzgixcMk/story01.htm,"MojoKid writes: Save for a smattering of relatively small, 3K and 4K laptop displays, we haven't quite gotten to the same type of pixel density on the PC platform, that is available on today's high-end ultra-mobile devices. That said, the desktop display space has really heated up as of late and 4K panels have generated a large part of the buzz. Acer just launched the first 4K display with NVIDIA G-Sync technology on board. To put it simply, G-SYNC keeps a display and the output from an NVIDIA GPU in sync, regardless of frame rates or whether or not V-Sync is enabled. Instead of the monitor controlling the timing and refreshing at say 60Hz, the timing control is transferred to the GPU. The GPU scans a frame out to the monitor and the monitor doesn't update until a frame is done drawing, in lock-step with the GPU. This method completely eliminates tearing or frame stuttering associated with synchronization anomalies of standard panels. There are still some quirks with Windows and many applications that don't always scale properly on high-DPI displays, but the situation is getting better every day. If you're a gamer in the market for a 4K display, that's primed for gaming, the Acer XB280HK is a decent new option with this technology on board, though it does come at a bit of a premium at $799 versus standard 28-inch panels.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Acer+Launches+First+4K+Panel+With+NVIDIA+G-Sync+Technology+On+Board%3A+http%3A%2F%2Fbit.ly%2FZYpDFP""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fhardware.slashdot.org%2Fstory%2F14%2F09%2F26%2F194251%2Facer-launches-first-4k-panel-with-nvidia-g-sync-technology-on-board%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://hardware.slashdot.org/story/14/09/26/194251/acer-launches-first-4k-panel-with-nvidia-g-sync-technology-on-board?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://hardware.slashdot.org/story/14/09/26/194251/acer-launches-first-4k-panel-with-nvidia-g-sync-technology-on-board?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5760385&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3edebeac/sc/28/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/a2.htm""><img src=""http://da.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/206158230352/u/0/f/647410/c/35028/s/3edebeac/sc/28/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/K99xzgixcMk"" height=""1"" width=""1""/>"
"Apple Yet To Push Patch For ""Shellshock"" Bug",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/OWVuAcmvOXU/story01.htm,"An anonymous reader writes ""Open source operating systems vulnerable to the Shellshock bug have already pushed two patches to fix the vulnerability, but Apple has yet to issue one for Mac OS X. Ars Technica speculates that licensing issues may be giving Apple pause: ""[T]he current [bash] version is released under the GNU Public License version 3 (GPLv3). Apple has avoided bundling GPLv3-licensed software because of its stricter license terms....Apple executives may feel they have to have their own developers make modifications to the bash code."""" It's also worth noting that there are still flaws with the patches issued so far. Meanwhile, Fedora Magazine has published an easy-to-follow description of how Shellshock actually works. The Free Software Foundation has also issued a statement about Shellshock.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Apple+Yet+To+Push+Patch+For+%22Shellshock%22+Bug%3A+http%3A%2F%2Fbit.ly%2F1DHxsz7""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fapple.slashdot.org%2Fstory%2F14%2F09%2F27%2F0222222%2Fapple-yet-to-push-patch-for-shellshock-bug%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://apple.slashdot.org/story/14/09/27/0222222/apple-yet-to-push-patch-for-shellshock-bug?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://apple.slashdot.org/story/14/09/27/0222222/apple-yet-to-push-patch-for-shellshock-bug?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5761261&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3ee29f0c/sc/15/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/a2.htm""><img src=""http://da.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/208961328405/u/0/f/647410/c/35028/s/3ee29f0c/sc/15/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/OWVuAcmvOXU"" height=""1"" width=""1""/>"
Ask Slashdot: Swift Or Objective-C As New iOS Developer's 1st Language?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/YKdMRlkYg2Y/story01.htm,"macs4all (973270) writes ""I am an experienced C and Assembler Embedded Developer who is contemplating for the first time beginning an iOS App Project. Although I am well-versed in C, I have thus-far avoided C++, C# and Java, and have only briefly dabbled in Obj-C. Now that there are two possibilities for doing iOS Development, which would you suggest that I learn, at least at first? And is Swift even far-enough along to use as the basis for an entire app's development? My goal is the fastest and easiest way to market for this project; not to start a career as a mobile developer. Another thing that might influence the decision: If/when I decide to port my iOS App to Android (and/or Windows Phone), would either of the above be an easier port; or are, for example, Dalvick and the Android APIs different enough from Swift/Obj-C and CocoaTouch that any 'port' is essentially a re-write?""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+Swift+Or+Objective-C+As+New+iOS+Developer's+1st+Language%3F%3A+http%3A%2F%2Fbit.ly%2F1BiE4jm""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F14%2F09%2F26%2F2247211%2Fask-slashdot-swift-or-objective-c-as-new-ios-developers-1st-language%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/14/09/26/2247211/ask-slashdot-swift-or-objective-c-as-new-ios-developers-1st-language?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/14/09/26/2247211/ask-slashdot-swift-or-objective-c-as-new-ios-developers-1st-language?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5760847&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3edfa1a9/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/208961317553/u/0/f/647410/c/35028/s/3edfa1a9/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/YKdMRlkYg2Y"" height=""1"" width=""1""/>"
Breakthrough In LED Construction Increases Efficiency By 57 Percent,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/9ZUphrql3sQ/story01.htm,"Zothecula writes: With LEDs being the preferred long-lasting, low-energy method for replacing less efficient forms of lighting, their uptake has dramatically increased over the past few years. However, despite their luminous outputs having increased steadily over that time, they still fall behind more conventional forms of lighting in terms of brightness. Researchers at Princeton University claim to have come up with a way to change all that by using nanotechnology to increase the output of organic LEDs by 57 percent.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Breakthrough+In+LED+Construction+Increases+Efficiency+By+57+Percent%3A+http%3A%2F%2Fbit.ly%2F1wNHQAA""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F09%2F26%2F1833234%2Fbreakthrough-in-led-construction-increases-efficiency-by-57-percent%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/09/26/1833234/breakthrough-in-led-construction-increases-efficiency-by-57-percent?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/09/26/1833234/breakthrough-in-led-construction-increases-efficiency-by-57-percent?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5760313&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3ede6b4c/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/208961313608/u/0/f/647410/c/35028/s/3ede6b4c/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/9ZUphrql3sQ"" height=""1"" width=""1""/>"
Can Marijuana Cause Psychosis? (Scientific American),http://news.feedzilla.com/en_us/stories/science/398820469?client_source=api&format=json,"Cannabis might trigger psychosis in vulnerable individuals, but conflicting
evidence leaves many open questions


-- Read more on ScientificAmerican.com

"
DHL Goes Live With 'Parcelcopter' Drone Delivery Service,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/_6ncStjvxvU/story01.htm,"jones_supa writes: In December, Amazon announced it intends to deliver packages to customers using drones. But its initiative was widely ridiculed for being an over-hyped announcement with little to show for it. This summer, Google demonstrated its own drone-based delivery service, using a fixed-wing aircraft to deliver little packages to farmers in the Australian outback. But now, German delivery firm DHL has beaten the tech firms to the punch, announcing a regular drone delivery service for the first time, nine months after it launched its ""parcelcopter"" research project in December 2013. The service will use an quadcopter to deliver small parcels to the German island of Juist, a sandbar island 12km into the North Sea from the German coast, inhabited by 2,000 people. Deliveries will include medication and other urgently needed goods. Flying below 50 meters to avoid entering regulated air traffic corridors, the drone takes a fully automated route, carrying a special air-transport container that is extremely lightweight as well as weatherproof.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=DHL+Goes+Live+With+'Parcelcopter'+Drone+Delivery+Service%3A+http%3A%2F%2Fbit.ly%2F1rk65Hr""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F09%2F26%2F1224202%2Fdhl-goes-live-with-parcelcopter-drone-delivery-service%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/09/26/1224202/dhl-goes-live-with-parcelcopter-drone-delivery-service?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/09/26/1224202/dhl-goes-live-with-parcelcopter-drone-delivery-service?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5759215&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3edc0605/sc/24/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/a2.htm""><img src=""http://da.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/206158217827/u/0/f/647410/c/35028/s/3edc0605/sc/24/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/_6ncStjvxvU"" height=""1"" width=""1""/>"
Does Marijuana Harm the Brain? (Scientific American),http://news.feedzilla.com/en_us/stories/science/399088963?client_source=api&format=json,"

-- Read more on ScientificAmerican.com

"
